Property_Type,Property_Purpose,Baths,Bedrooms,City,Area,Area_Name,Property_Price
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,200000
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,100000
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,200000
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,100000
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,200000
Flat,For Sale,4,3,Karachi,6.611570892,Jamshed Town,40000000
Flat,For Sale,4,3,Karachi,8.033058634,DHA Defence,80000000
Flat,For Sale,3,2,Karachi,5.950413803,DHA Defence,60000000
Flat,For Sale,3,3,Karachi,4.59504177,Gulshan-e-Iqbal Town,20000000
Flat,For Sale,3,2,Karachi,9.19008354,Clifton,60000000
Flat,For Sale,4,3,Karachi,9.454546376,Cantt,40000000
Flat,For Sale,4,5,Karachi,8.066116488,Jamshed Town,50000000
Flat,For Sale,2,3,Karachi,2.74380192,Mehmoodabad,6000000
Flat,For Sale,1,1,Karachi,1.454545596,Gohar Green City,3900000
Flat,For Sale,2,2,Karachi,1.917355559,DHA Defence,6800000
Flat,For Sale,3,3,Karachi,9.917356338,Cantt,40000000
Flat,For Sale,3,3,Karachi,8.231405761,Cantt,30000000
Flat,For Sale,4,3,Karachi,7.33884369,DHA Defence,40000000
Flat,For Sale,3,3,Karachi,9.19008354,Sea View Apartments,50000000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
House,For Sale,6,6,Karachi,16.52892723,DHA Defence,110000000
House,For Sale,8,6,Karachi,16.52892723,DHA Defence,110000000
House,For Sale,7,6,Karachi,33.0,DHA Defence,380000000
House,For Sale,6,6,Karachi,3.966942535,Malir,20000000
House,For Sale,3,3,Karachi,7.768595798,Bahria Town Karachi,20000000
House,For Sale,5,4,Karachi,9.917356338,DHA Defence,70000000
House,For Sale,4,4,Karachi,11.57024906,Bahria Town Karachi,30000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,3.966942535,Malir,30000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,12.39669542,Cantt,70000000
House,For Sale,5,5,Karachi,16.52892723,Malir,90000000
House,For Sale,3,3,Karachi,23.30578739,DHA Defence,80000000
House,For Sale,5,5,Karachi,16.52892723,DHA Defence,110000000
House,For Sale,4,4,Karachi,9.917356338,DHA Defence,60000000
House,For Sale,4,4,Karachi,33.0,DHA Defence,100000000
House,For Sale,4,4,Karachi,16.52892723,DHA Defence,90000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Rent,5,5,Karachi,11.57024906,DHA Defence,200000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,4,4,Karachi,3.305785446,DHA Defence,200000
House,For Rent,4,4,Karachi,3.305785446,DHA Defence,200000
House,For Rent,6,6,Karachi,19.83471268,DHA Defence,400000
House,For Rent,10,10,Karachi,33.0,DHA Defence,400000
House,For Rent,8,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,8,7,Karachi,19.83471268,Clifton,500000
House,For Rent,5,4,Karachi,16.52892723,DHA Defence,300000
House,For Rent,4,4,Karachi,11.57024906,Bahria Town Karachi,45000
House,For Rent,4,4,Karachi,16.52892723,DHA Defence,300000
House,For Rent,3,3,Karachi,5.024793878,Bahria Town Karachi,40000
House,For Rent,3,3,Karachi,5.024793878,Bahria Town Karachi,38000
House,For Rent,3,2,Karachi,3.966942535,Malir,26000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,500000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,500000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,500000
House,For Rent,4,3,Karachi,7.768595798,Bahria Town Karachi,30000
House,For Rent,4,3,Karachi,6.611570892,Bahria Town Karachi,50000
House,For Rent,4,3,Karachi,6.611570892,Bahria Town Karachi,50000
House,For Rent,6,5,Karachi,19.83471268,KDA Scheme 1,600000
House,For Rent,4,4,Karachi,11.57024906,Bahria Town Karachi,45000
House,For Rent,3,4,Karachi,7.93388507,Malir,70000
House,For Rent,3,4,Karachi,5.289256714,Malir,60000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
Flat,For Rent,4,3,Karachi,5.322314568,DHA Defence,100000
Flat,For Rent,1,1,Karachi,3.305785446,DHA Defence,18000
Flat,For Rent,4,3,Karachi,8.066116488,Bath Island,200000
Flat,For Rent,7,5,Karachi,15.43801803,Navy Housing Scheme Karsaz,200000
Flat,For Rent,3,3,Karachi,5.520661695,Clifton,100000
Flat,For Rent,3,3,Karachi,6.611570892,Clifton,100000
Flat,For Rent,3,3,Karachi,5.322314568,Scheme 33,35000
Flat,For Rent,4,4,Karachi,13.22314178,Clifton,300000
Flat,For Rent,3,3,Karachi,6.611570892,DHA Defence,60000
Flat,For Rent,2,2,Karachi,3.305785446,DHA Defence,40000
Flat,For Rent,3,3,Karachi,5.884298094,University Road,45000
Flat,For Rent,3,2,Karachi,3.867768972,University Road,35000
Flat,For Rent,3,3,Karachi,5.322314568,Bath Island,75000
Flat,For Rent,3,3,Karachi,5.520661695,Clifton,100000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,40000
Flat,For Rent,5,4,Karachi,8.991736413,Tariq Road,200000
Flat,For Rent,2,2,Karachi,6.049587366,Shaheed Millat Road,65000
Flat,For Rent,4,4,Karachi,11.37190193,Cantt,200000
Flat,For Rent,4,2,Karachi,6.611570892,DHA Defence,200000
Flat,For Rent,4,2,Karachi,6.611570892,DHA Defence,200000
Flat,For Rent,5,3,Karachi,8.991736413,DHA Defence,200000
Flat,For Rent,5,3,Karachi,8.826447141,DHA Defence,200000
Flat,For Rent,6,4,Karachi,9.553719939,DHA Defence,200000
Flat,For Rent,6,4,Karachi,9.553719939,DHA Defence,300000
Flat,For Rent,3,3,Karachi,6.611570892,KDA Scheme 1,200000
Flat,For Sale,5,3,Karachi,7.33884369,Royal Appartment,50000000
Flat,For Sale,2,2,Karachi,2.016529122,DHA Defence,6400000
Flat,For Sale,2,2,Karachi,2.214876249,Gohar Green City,5700000
Flat,For Sale,3,3,Karachi,4.59504177,DHA Defence,20000000
Flat,For Sale,3,3,Karachi,6.611570892,Khalid Bin Walid Road,40000000
Flat,For Sale,2,2,Karachi,3.867768972,Gulistan-e-Jauhar,8500000
Flat,For Sale,3,3,Karachi,3.669421845,Gulshan-e-Iqbal Town,6000000
Flat,For Sale,3,3,Karachi,5.520661695,Scheme 33,20000000
Flat,For Sale,3,3,Karachi,6.049587366,Gulistan-e-Jauhar,30000000
Flat,For Sale,2,2,Karachi,2.975206901,Scheme 33,7200000
Flat,For Sale,3,3,Karachi,8.231405761,Cantt,30000000
Flat,For Sale,3,3,Karachi,9.454546376,Cantt,40000000
Flat,For Sale,3,3,Karachi,8.925620704,Sea View Apartments,60000000
Flat,For Sale,3,3,Karachi,9.917356338,Sea View Apartments,60000000
Flat,For Sale,3,3,Karachi,7.33884369,DHA Defence,30000000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,5,5,Karachi,3.305785446,DHA Defence,9500000
Flat,For Sale,4,4,Karachi,10.84297626,Bahria Town Karachi,30000000
Flat,For Sale,3,3,Karachi,4.396694643,DHA Defence,20000000
Flat,For Sale,4,4,Karachi,10.28099274,Scheme 33,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,4.132231808,Bahria Town Karachi,5900000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,40000000
House,For Sale,6,6,Karachi,13.22314178,Gadap Town,70000000
House,For Sale,6,6,Karachi,7.93388507,Scheme 33,50000000
House,For Sale,6,6,Karachi,6.611570892,Scheme 33,40000000
House,For Sale,5,11,Karachi,13.22314178,Scheme 33,60000000
House,For Sale,6,6,Karachi,13.22314178,Scheme 33,70000000
House,For Sale,5,5,Karachi,16.52892723,Malir,90000000
House,For Sale,5,5,Karachi,16.52892723,Malir,90000000
House,For Sale,6,6,Karachi,23.14049812,DHA Defence,190000000
House,For Sale,6,5,Karachi,16.52892723,DHA Defence,110000000
House,For Sale,3,3,Karachi,3.305785446,DHA Defence,40000000
House,For Sale,3,3,Karachi,10.28099274,Cantt,60000000
House,For Sale,5,5,Karachi,12.39669542,Cantt,70000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,7.768595798,Bahria Town Karachi,20000000
House,For Sale,4,4,Karachi,3.966942535,Gadap Town,20000000
House,For Sale,10,10,Karachi,33.0,Shahra-e-Faisal,280000000
House,For Sale,3,3,Karachi,2.479339085,Bahria Town Karachi,9000000
House,For Sale,3,3,Karachi,4.132231808,Bahria Town Karachi,20000000
House,For Sale,3,3,Karachi,4.132231808,Bahria Town Karachi,20000000
House,For Rent,7,6,Karachi,33.0,DHA Defence,800000
House,For Rent,7,7,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,3,3,Karachi,4.958678169,Malir,35000
House,For Rent,6,7,Karachi,19.83471268,Jamshed Town,600000
House,For Rent,5,5,Karachi,13.22314178,Federal B Area,200000
House,For Rent,5,7,Karachi,13.22314178,North Nazimabad,200000
House,For Rent,5,5,Karachi,12.39669542,Cantt,200000
House,For Rent,4,4,Karachi,4.132231808,Bahria Town Karachi,50000
House,For Rent,4,4,Karachi,5.024793878,Bahria Town Karachi,60000
House,For Rent,4,3,Karachi,9.917356338,Clifton,300000
House,For Rent,5,4,Karachi,3.966942535,DHA Defence,200000
House,For Rent,4,4,Karachi,16.52892723,North Nazimabad,200000
House,For Rent,6,6,Karachi,13.22314178,North Nazimabad,200000
House,For Rent,5,5,Karachi,33.0,KDA Scheme 1,1100000
House,For Rent,5,8,Karachi,19.83471268,Clifton,600000
House,For Rent,6,5,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,5,Karachi,36.0,DHA Defence,600000
House,For Rent,5,4,Karachi,9.917356338,DHA Defence,200000
House,For Rent,6,5,Karachi,16.52892723,DHA Defence,300000
House,For Rent,5,4,Karachi,4.958678169,Jamshed Town,200000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
Flat,For Rent,4,3,Karachi,7.702480089,Khalid Bin Walid Road,100000
Flat,For Rent,4,3,Karachi,5.884298094,Clifton,100000
Flat,For Rent,6,4,Karachi,11.76859619,Bath Island,200000
Flat,For Rent,6,4,Karachi,7.33884369,Defence View Society,95000
Flat,For Rent,3,2,Karachi,3.305785446,DHA Defence,40000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,35000
Flat,For Rent,2,2,Karachi,3.305785446,DHA Defence,40000
Flat,For Rent,3,3,Karachi,6.247934493,Bath Island,85000
Flat,For Rent,5,4,Karachi,9.553719939,Bath Island,200000
Flat,For Rent,2,2,Karachi,4.59504177,Nazimabad,33000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,60000
Flat,For Rent,4,3,Karachi,6.677686601,Jamshed Town,99000
Flat,For Rent,2,2,Karachi,4.033058244,Clifton,75000
Flat,For Rent,3,3,Karachi,6.611570892,DHA Defence,90000
Flat,For Rent,6,5,Karachi,12.85950538,Navy Housing Scheme Karsaz,300000
Flat,For Rent,5,5,Karachi,2.578512648,DHA Defence,40000
Flat,For Rent,3,3,Karachi,6.049587366,DHA Defence,90000
Flat,For Rent,5,3,Karachi,8.066116488,DHA Defence,200000
Flat,For Rent,5,5,Karachi,9.553719939,DHA Defence,200000
Flat,For Rent,6,4,Karachi,9.553719939,DHA Defence,200000
Flat,For Rent,5,3,Karachi,8.066116488,DHA Defence,200000
Flat,For Rent,4,2,Karachi,6.611570892,DHA Defence,200000
Flat,For Rent,4,2,Karachi,6.611570892,DHA Defence,200000
Flat,For Rent,5,3,Karachi,8.991736413,DHA Defence,200000
Flat,For Rent,5,3,Karachi,8.991736413,DHA Defence,200000
Flat,For Sale,3,3,Karachi,4.958678169,North Nazimabad,20000000
Flat,For Sale,2,2,Karachi,2.380165521,Gulistan-e-Jauhar,6500000
Flat,For Sale,3,2,Karachi,2.942149047,Gadap Town,6000000
Flat,For Sale,2,2,Karachi,4.231405371,Gulshan-e-Iqbal Town,9700000
Flat,For Sale,4,3,Karachi,9.19008354,Sea View Apartments,60000000
Flat,For Sale,3,3,Karachi,5.157025296,Gulistan-e-Jauhar,30000000
Flat,For Sale,2,2,Karachi,6.413223765,DHA Defence,40000000
Flat,For Sale,2,2,Karachi,2.942149047,Gulshan-e-Iqbal Town,7400000
Flat,For Sale,2,2,Karachi,3.504132573,Bahria Town Karachi,7900000
Flat,For Sale,2,2,Karachi,3.504132573,Bahria Town Karachi,8500000
Flat,For Sale,3,3,Karachi,6.413223765,DHA Defence,40000000
Flat,For Sale,3,3,Karachi,4.958678169,Gulistan-e-Jauhar,20000000
Flat,For Sale,2,2,Karachi,3.107438319,Gulistan-e-Jauhar,2800000
Flat,For Sale,2,2,Karachi,3.504132573,Gulshan-e-Iqbal Town,9500000
Flat,For Sale,3,3,Karachi,4.231405371,DHA Defence,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
House,For Sale,8,8,Karachi,6.611570892,Gulberg Town,80000000
House,For Sale,4,4,Karachi,3.966942535,Gulistan-e-Jauhar,30000000
House,For Sale,6,6,Karachi,7.93388507,Gulshan-e-Iqbal Town,80000000
House,For Sale,6,5,Karachi,11.57024906,Navy Housing Scheme Karsaz,100000000
House,For Sale,8,7,Karachi,3.966942535,Gulshan-e-Iqbal Town,40000000
House,For Sale,6,4,Karachi,3.966942535,Scheme 33,30000000
House,For Sale,6,4,Karachi,3.966942535,Gadap Town,20000000
House,For Sale,6,8,Karachi,33.0,Gulshan-e-Iqbal Town,130000000
House,For Sale,5,5,Karachi,6.611570892,Jamshed Town,80000000
House,For Sale,5,4,Karachi,3.966942535,Scheme 33,20000000
House,For Sale,5,5,Karachi,16.52892723,Malir,90000000
House,For Sale,5,4,Karachi,4.132231808,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,12.39669542,Cantt,70000000
House,For Sale,5,5,Karachi,16.52892723,Cantt,80000000
House,For Sale,6,5,Karachi,12.46281113,Cantt,70000000
House,For Sale,5,5,Karachi,12.39669542,Cantt,70000000
House,For Sale,3,2,Karachi,3.966942535,Gohar Green City,20000000
House,For Sale,3,3,Karachi,7.768595798,Bahria Town Karachi,20000000
House,For Sale,4,4,Karachi,11.57024906,Bahria Town Karachi,30000000
House,For Sale,5,5,Karachi,13.22314178,North Nazimabad,90000000
House,For Sale,8,7,Karachi,7.93388507,North Nazimabad,50000000
House,For Sale,4,4,Karachi,7.570248671,DHA City Karachi,20000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,40000000
House,For Sale,5,5,Karachi,8.264463615,Bahria Town Karachi,30000000
House,For Sale,5,5,Karachi,8.264463615,Bahria Town Karachi,30000000
House,For Rent,5,8,Karachi,19.83471268,Clifton,600000
House,For Rent,6,4,Karachi,3.966942535,Scheme 33,45000
House,For Rent,5,5,Karachi,16.52892723,DHA Defence,500000
House,For Rent,3,2,Karachi,3.966942535,Scheme 33,28000
House,For Rent,2,3,Karachi,8.925620704,North Nazimabad,75000
House,For Rent,6,5,Karachi,16.52892723,DHA Defence,300000
House,For Rent,5,7,Karachi,8.264463615,Jamshed Town,300000
House,For Rent,5,4,Karachi,11.57024906,Malir,200000
House,For Rent,5,5,Karachi,16.52892723,Malir,200000
House,For Rent,5,5,Karachi,16.52892723,Malir,200000
House,For Rent,4,4,Karachi,11.57024906,Malir,200000
House,For Rent,6,8,Karachi,22.01653107,DHA Defence,700000
House,For Rent,6,6,Karachi,11.57024906,Navy Housing Scheme Karsaz,300000
House,For Rent,3,2,Karachi,3.966942535,Gulshan-e-Iqbal Town,200000
House,For Rent,6,6,Karachi,16.52892723,North Nazimabad,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,500000
House,For Rent,4,3,Karachi,16.52892723,DHA Defence,200000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,400000
Flat,For Rent,3,3,Karachi,7.33884369,Clifton,200000
Flat,For Rent,4,3,Karachi,13.95041458,DHA Defence,300000
Flat,For Rent,3,3,Karachi,5.157025296,Clifton,65000
Flat,For Rent,3,3,Karachi,6.809918019,Clifton,85000
Flat,For Rent,3,3,Karachi,8.264463615,Clifton,200000
Flat,For Rent,3,3,Karachi,7.702480089,DHA Defence,200000
Flat,For Rent,3,2,Karachi,7.702480089,DHA Defence,300000
Flat,For Rent,3,3,Karachi,8.264463615,Clifton,200000
Flat,For Rent,3,3,Karachi,8.264463615,Frere Town,200000
Flat,For Rent,3,3,Karachi,4.59504177,Scheme 33,35000
Flat,For Rent,4,3,Karachi,6.611570892,Jamshed Town,200000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,70000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,53000
Flat,For Rent,3,3,Karachi,7.33884369,Bath Island,200000
Flat,For Rent,3,3,Karachi,4.59504177,DHA Defence,60000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,60000
Flat,For Rent,4,3,Karachi,8.264463615,Clifton,200000
Flat,For Rent,4,3,Karachi,8.462810742,Bath Island,200000
Flat,For Rent,3,3,Karachi,6.611570892,Gulshan-e-Iqbal Town,200000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,79000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,75000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,76000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,76000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,77000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,78000
Flat,For Sale,5,5,Karachi,9.19008354,Jamshed Town,60000000
Flat,For Sale,2,2,Karachi,2.214876249,DHA Defence,7500000
Flat,For Sale,3,3,Karachi,6.413223765,Tipu Sultan Road,50000000
Flat,For Sale,4,3,Karachi,9.917356338,Cantt,40000000
Flat,For Sale,2,2,Karachi,4.59504177,Naya Nazimabad,20000000
Flat,For Sale,2,2,Karachi,4.59504177,Naya Nazimabad,20000000
Flat,For Sale,5,4,Karachi,8.066116488,Gulshan-e-Iqbal Town,30000000
Flat,For Sale,2,2,Karachi,2.214876249,Malir,6200000
Flat,For Sale,3,3,Karachi,4.033058244,Gulshan-e-Iqbal Town,20000000
Flat,For Sale,2,2,Karachi,4.033058244,Bahria Town Karachi,8000000
Flat,For Sale,2,2,Karachi,4.033058244,Bahria Town Karachi,8500000
Flat,For Sale,4,4,Karachi,6.611570892,DHA Defence,30000000
Flat,For Sale,3,3,Karachi,8.264463615,Malir,20000000
Flat,For Sale,1,1,Karachi,2.115702685,Bahria Town Karachi,3800000
Flat,For Sale,2,3,Karachi,2.578512648,Federal B Area,5500000
Flat,For Sale,2,2,Karachi,2.942149047,Gadap Town,6500000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,4,3,Karachi,9.454546376,Cantt,40000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
Flat,For Sale,5,5,Karachi,5.157025296,Jamshed Road,20000000
House,For Sale,7,6,Karachi,16.52892723,DHA Defence,90000000
House,For Sale,7,6,Karachi,33.0,DHA Defence,200000000
House,For Sale,6,6,Karachi,7.93388507,Scheme 33,40000000
House,For Sale,6,6,Karachi,7.93388507,Gulistan-e-Jauhar,60000000
House,For Sale,4,4,Karachi,9.917356338,DHA Defence,60000000
House,For Sale,5,4,Karachi,3.966942535,Scheme 33,20000000
House,For Sale,4,4,Karachi,7.93388507,North Karachi,40000000
House,For Sale,4,4,Karachi,3.966942535,Malir,30000000
House,For Sale,5,5,Karachi,8.991736413,Bahria Town Karachi,30000000
House,For Sale,4,4,Karachi,3.966942535,Malir,30000000
House,For Sale,6,8,Karachi,3.966942535,Scheme 33,30000000
House,For Sale,3,3,Karachi,6.611570892,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,9.917356338,DHA Defence,90000000
House,For Sale,5,5,Karachi,15.70248087,Gulshan-e-Iqbal Town,220000000
House,For Sale,8,7,Karachi,16.52892723,KDA Scheme 1 Extension,190000000
House,For Sale,3,2,Karachi,3.966942535,Gadap Town,20000000
House,For Sale,4,4,Karachi,4.132231808,Bahria Town Karachi,20000000
House,For Sale,5,5,Karachi,16.52892723,Bahria Town Karachi,50000000
House,For Sale,5,5,Karachi,16.52892723,Bahria Town Karachi,50000000
House,For Sale,5,5,Karachi,33.0,Bahria Town Karachi,70000000
House,For Sale,5,5,Karachi,16.52892723,Bahria Town Karachi,50000000
House,For Sale,5,5,Karachi,33.0,Bahria Town Karachi,70000000
House,For Sale,5,5,Karachi,66.0,Bahria Town Karachi,100000000
House,For Sale,5,5,Karachi,33.0,Bahria Town Karachi,70000000
House,For Sale,5,5,Karachi,16.52892723,Bahria Town Karachi,50000000
House,For Rent,4,4,Karachi,7.272727981,Malir,45000
House,For Rent,5,5,Karachi,11.57024906,Navy Housing Scheme Karsaz,300000
House,For Rent,3,3,Karachi,3.966942535,Gohar Green City,50000
House,For Rent,4,7,Karachi,9.917356338,Jamshed Town,300000
House,For Rent,6,10,Karachi,33.0,Jamshed Town,1000000
House,For Rent,4,4,Karachi,4.958678169,Jamshed Town,200000
House,For Rent,6,11,Karachi,19.83471268,Jamshed Town,500000
House,For Rent,5,5,Karachi,16.52892723,Clifton,300000
House,For Rent,5,4,Karachi,3.305785446,DHA Defence,200000
House,For Rent,4,3,Karachi,9.917356338,DHA Defence,200000
House,For Rent,3,3,Karachi,6.611570892,Bahria Town Karachi,75000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,500000
House,For Rent,5,5,Karachi,6.611570892,Gulistan-e-Jauhar,90000
House,For Rent,5,4,Karachi,4.958678169,DHA Defence,200000
House,For Rent,4,4,Karachi,3.966942535,DHA Defence,200000
House,For Rent,4,4,Karachi,8.264463615,Gulshan-e-Iqbal Town,200000
House,For Rent,5,5,Karachi,8.264463615,Gulshan-e-Iqbal Town,200000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,6,6,Karachi,16.52892723,DHA Defence,300000
House,For Rent,3,3,Karachi,4.132231808,Bahria Town Karachi,45000
House,For Rent,3,3,Karachi,5.024793878,Bahria Town Karachi,40000
House,For Rent,4,4,Karachi,3.966942535,Gadap Town,56000
House,For Rent,4,4,Karachi,3.966942535,Gadap Town,55000
House,For Rent,4,3,Karachi,6.611570892,DHA Defence,85000
House,For Rent,5,4,Karachi,16.52892723,DHA Defence,300000
Flat,For Rent,4,4,Karachi,8.826447141,Clifton,300000
Flat,For Rent,4,4,Karachi,6.975207291,DHA Defence,65000
Flat,For Rent,6,4,Karachi,11.00826554,Clifton,200000
Flat,For Rent,3,3,Karachi,5.157025296,Cantt,60000
Flat,For Rent,3,3,Karachi,7.33884369,Jamshed Town,85000
Flat,For Rent,2,2,Karachi,2.380165521,University Road,25000
Flat,For Rent,3,3,Karachi,7.33884369,Shaheed Millat Road,85000
Flat,For Rent,3,3,Karachi,8.066116488,Clifton,200000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,42000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,42000
Flat,For Rent,2,2,Karachi,3.504132573,DHA Defence,40000
Flat,For Rent,3,3,Karachi,6.611570892,DHA Defence,90000
Flat,For Rent,2,2,Karachi,3.570248282,DHA Defence,45000
Flat,For Rent,5,5,Karachi,3.669421845,Scheme 33,25000
Flat,For Rent,2,5,Karachi,1.85123985,DHA Defence,45000
Flat,For Rent,3,3,Karachi,6.611570892,Guru Mandir Chorangi,95000
Flat,For Rent,3,3,Karachi,7.33884369,DHA Defence,70000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,79000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,79000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,80000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,75000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,77000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,78000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,76000
Flat,For Rent,3,3,Karachi,10.11570346,Cantt,75000
Flat,For Sale,3,2,Karachi,3.801653263,Scheme 33,8000000
Flat,For Sale,3,3,Karachi,4.033058244,Gulshan-e-Iqbal Town,20000000
Flat,For Sale,2,2,Karachi,4.396694643,Scheme 33,20000000
Flat,For Sale,3,3,Karachi,5.520661695,North Nazimabad,20000000
Flat,For Sale,2,2,Karachi,2.74380192,Scheme 33,5000000
Flat,For Sale,2,2,Karachi,4.033058244,Bahria Town Karachi,20000000
Flat,For Sale,1,1,Karachi,2.776859775,Bahria Town Karachi,4000000
