Property_Type,Property_Purpose,Baths,Bedrooms,City,Area,Area_Name,Property_Price
House,For Sale,4,3,Lahore,3.5,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,2.5,Sheraz Villas,20000000
House,For Sale,4,3,Lahore,5.0,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,2.5,Walton Road,8600000
House,For Sale,4,3,Lahore,3.0,Walton Road,20000000
House,For Sale,5,5,Lahore,3.0,Cavalry Ground,20000000
House,For Rent,4,3,Lahore,10.0,DHA Defence,200000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,5,3,Lahore,5.0,DHA Defence,87000
House,For Rent,6,6,Lahore,20.0,DHA Defence,300000
House,For Rent,7,6,Lahore,20.0,DHA Defence,300000
House,For Rent,5,4,Lahore,10.0,DHA Defence,99000
House,For Rent,4,3,Lahore,5.0,DHA Defence,79000
House,For Rent,5,4,Lahore,10.0,DHA Defence,100000
House,For Rent,5,4,Lahore,10.0,DHA Defence,99000
House,For Rent,5,4,Lahore,10.0,DHA Defence,99000
House,For Rent,5,4,Lahore,10.0,DHA Defence,300000
House,For Rent,4,4,Lahore,20.0,DHA Defence,200000
House,For Rent,7,5,Lahore,20.0,DHA Defence,300000
House,For Rent,9,7,Lahore,20.0,DHA Defence,300000
House,For Rent,7,5,Lahore,20.0,DHA Defence,400000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,400000
House,For Rent,3,3,Lahore,5.0,DHA Defence,60000
House,For Rent,3,3,Lahore,10.0,Askari,97000
House,For Rent,4,3,Lahore,7.0,DHA Defence,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,63000
House,For Rent,3,3,Lahore,5.0,DHA Defence,60000
House,For Rent,4,3,Lahore,5.0,DHA Defence,60000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,6,5,Lahore,20.0,DHA Defence,200000
Flat,For Rent,3,3,Lahore,10.0,Askari,80000
Flat,For Rent,2,2,Lahore,7.2,DHA Defence,200000
Flat,For Rent,2,2,Lahore,7.2,DHA Defence,200000
Flat,For Rent,2,2,Lahore,5.3,DHA Defence,200000
Flat,For Rent,2,2,Lahore,5.3,DHA Defence,200000
Flat,For Rent,5,4,Lahore,13.0,Askari,79000
Flat,For Rent,1,1,Lahore,1.6,Johar Town,31000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,60000
Flat,For Rent,5,5,Lahore,13.0,Askari,78000
Flat,For Rent,5,4,Lahore,13.0,Askari,77000
Flat,For Rent,5,4,Lahore,13.0,Askari,76000
Flat,For Rent,5,4,Lahore,13.0,Askari,75000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,50000
Flat,For Rent,1,1,Lahore,2.5,Bahria Town,45000
Flat,For Rent,1,1,Lahore,3.1,Allama Iqbal Town,30000
Flat,For Rent,1,1,Lahore,2.2,Bahria Town,30000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,30000
Flat,For Rent,5,5,Lahore,2.3,Bahria Town,28000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,30000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,25000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,33000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,37000
Flat,For Rent,3,3,Lahore,10.0,Askari,95000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,60000
Flat,For Rent,4,3,Lahore,10.0,Askari,65000
Flat,For Sale,2,2,Lahore,4.0,Allama Iqbal Town,5000000
Flat,For Sale,3,2,Lahore,5.4,DHA Defence,30000000
Flat,For Sale,2,2,Lahore,5.4,DHA Defence,20000000
House,For Sale,6,5,Lahore,10.0,Bahria Orchard,30000000
House,For Sale,6,5,Lahore,10.0,Central Park Housing Scheme,30000000
House,For Sale,5,5,Lahore,10.0,Bahria Town,40000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,20000000
House,For Sale,5,4,Lahore,10.0,DHA Defence,40000000
House,For Sale,6,5,Lahore,12.5,Divine Gardens,50000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,90000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,4,3,Lahore,6.1,DHA Defence,50000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,90000000
House,For Sale,5,4,Lahore,5.0,DHA Defence,30000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,60000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,7,6,Lahore,24.0,DHA Defence,110000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,7,6,Lahore,40.0,DHA Defence,210000000
House,For Sale,7,6,Lahore,40.0,DHA Defence,220000000
House,For Sale,4,3,Lahore,3.0,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,2.5,Walton Road,8800000
House,For Sale,2,2,Lahore,2.0,Walton Road,7500000
House,For Sale,4,3,Lahore,3.0,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,3.0,Walton Road,20000000
House,For Sale,4,3,Lahore,5.0,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,2.5,Walton Road,8800000
House,For Sale,2,2,Lahore,2.0,Walton Road,7000000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,5,4,Lahore,10.0,Divine Gardens,95000
House,For Rent,4,3,Lahore,10.0,Askari,80000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,40.0,DHA Defence,400000
House,For Rent,4,3,Lahore,5.0,Bahria Nasheman,43000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,65000
House,For Rent,5,5,Lahore,10.0,Wapda Town,200000
House,For Rent,4,3,Lahore,5.0,Khayaban-e-Amin,47000
House,For Rent,4,3,Lahore,5.0,DHA 11 Rahbar,60000
House,For Rent,4,3,Lahore,7.0,DHA Defence,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,65000
House,For Rent,4,3,Lahore,5.0,DHA Defence,65000
House,For Rent,6,5,Lahore,20.0,DHA Defence,200000
House,For Rent,4,4,Lahore,10.0,DHA Defence,200000
House,For Rent,8,8,Lahore,40.0,DHA Defence,400000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,4,4,Lahore,10.0,DHA Defence,200000
Flat,For Rent,5,4,Lahore,13.0,Askari,79000
Flat,For Rent,5,4,Lahore,13.0,Askari,78000
Flat,For Rent,5,4,Lahore,13.0,Askari,77000
Flat,For Rent,5,4,Lahore,13.0,Askari,76000
Flat,For Rent,5,4,Lahore,13.0,Askari,75000
Flat,For Rent,3,3,Lahore,10.0,Askari,72000
Flat,For Rent,2,2,Lahore,4.0,Airport Road,200000
Flat,For Rent,1,1,Lahore,1.8,Johar Town,26000
Flat,For Rent,3,3,Lahore,12.4,Cantt,200000
Flat,For Rent,2,2,Lahore,5.3,Airport Road,200000
Flat,For Rent,3,3,Lahore,10.0,Rehman Gardens,55000
Flat,For Rent,3,3,Lahore,10.0,Askari,75000
Flat,For Rent,3,3,Lahore,10.0,Askari,85000
Flat,For Rent,4,3,Lahore,10.0,Askari,78000
Flat,For Rent,4,3,Lahore,10.0,Askari,80000
Flat,For Rent,5,4,Lahore,12.0,Askari,200000
Flat,For Rent,4,3,Lahore,10.0,Askari,75000
Flat,For Rent,4,3,Lahore,10.0,Askari,82000
Flat,For Rent,3,3,Lahore,10.0,Askari,90000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,37000
Flat,For Rent,4,3,Lahore,10.0,Askari,80000
Flat,For Rent,3,3,Lahore,10.0,Askari,80000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,30000
Flat,For Rent,5,4,Lahore,12.0,Askari,85000
Flat,For Rent,1,1,Lahore,2.2,Bahria Town,27000
House,For Sale,4,3,Lahore,5.0,DHA 11 Rahbar,30000000
House,For Sale,4,4,Lahore,10.0,Gulberg,30000000
House,For Sale,5,3,Lahore,5.0,Bahria Orchard,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,80000000
House,For Sale,5,5,Lahore,8.0,Bahria Nasheman,30000000
House,For Sale,5,5,Lahore,8.0,GT Road,20000000
House,For Sale,6,5,Lahore,10.0,Bahria Town,40000000
House,For Sale,4,3,Lahore,20.0,Chinar Bagh,30000000
House,For Sale,5,3,Lahore,5.0,Bahria Town,20000000
House,For Sale,5,3,Lahore,5.0,Bahria Town,20000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,80000000
House,For Sale,6,5,Lahore,40.0,DHA Defence,350000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,60000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,4,3,Lahore,3.5,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,3.0,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,3.5,Cavalry Ground,20000000
House,For Sale,4,3,Lahore,3.0,Vital Homes Housing Scheme,9500000
House,For Sale,4,3,Lahore,5.0,Pak Arab Housing Society,20000000
House,For Sale,4,3,Lahore,5.0,Shadab Garden,20000000
House,For Sale,4,3,Lahore,3.0,Shadab Garden,9000000
House,For Sale,4,3,Lahore,3.0,Pak Arab Housing Society,9500000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,6,5,Lahore,10.0,DHA Defence,200000
House,For Rent,9,8,Lahore,40.0,DHA Defence,600000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,4,4,Lahore,5.0,DHA Defence,75000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,17.0,Askari,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,400000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,200000
House,For Rent,6,5,Lahore,20.0,DHA Defence,400000
House,For Rent,4,3,Lahore,5.0,Bahria Town,100000
House,For Rent,4,3,Lahore,5.0,DHA Defence,56000
House,For Rent,3,3,Lahore,5.0,Bahria Town,65000
House,For Rent,5,5,Lahore,20.0,Bahria Town,200000
House,For Rent,8,8,Lahore,40.0,Garden Town,500000
House,For Rent,4,4,Lahore,10.0,DHA Defence,200000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,300000
Flat,For Rent,1,1,Lahore,2.2,Bahria Town,27000
Flat,For Rent,1,1,Lahore,3.0,Bahria Town,46000
Flat,For Rent,1,1,Lahore,3.0,Bahria Town,48000
Flat,For Rent,2,1,Lahore,2.8,Bahria Town,50000
Flat,For Rent,3,3,Lahore,10.0,Askari,65000
Flat,For Rent,1,1,Lahore,2.5,Bahria Town,45000
Flat,For Rent,4,3,Lahore,10.0,Askari,80000
Flat,For Rent,1,1,Lahore,3.3,Bahria Town,32000
Flat,For Rent,1,1,Lahore,2.3,Main Canal Bank Road,33000
Flat,For Rent,4,3,Lahore,10.0,Askari,83000
Flat,For Rent,4,3,Lahore,10.0,Askari,88000
Flat,For Rent,4,3,Lahore,10.0,Askari,70000
Flat,For Rent,3,5,Lahore,10.0,Askari,68000
Flat,For Rent,4,3,Lahore,10.0,Askari,87000
Flat,For Rent,4,3,Lahore,10.0,Askari,80000
Flat,For Rent,4,3,Lahore,10.0,Askari,85000
Flat,For Rent,4,3,Lahore,10.0,Askari,75000
Flat,For Rent,4,3,Lahore,10.0,Askari,73000
Flat,For Rent,4,3,Lahore,10.0,Askari,70000
Flat,For Rent,4,3,Lahore,10.0,Askari,65000
Flat,For Rent,4,3,Lahore,10.0,Askari,78000
Flat,For Rent,4,3,Lahore,10.0,Askari,85000
Flat,For Rent,4,3,Lahore,10.0,Askari,65000
Flat,For Rent,4,3,Lahore,10.0,Askari,70000
Flat,For Rent,4,3,Lahore,10.0,Askari,85000
Flat,For Sale,3,2,Lahore,7.4,DHA Defence,40000000
Flat,For Sale,4,3,Lahore,10.0,Askari,30000000
Flat,For Sale,1,1,Lahore,1.9,Bahria Town,6500000
Flat,For Sale,4,3,Lahore,10.0,Askari,30000000
Flat,For Sale,4,3,Lahore,10.0,Askari,40000000
Flat,For Sale,4,3,Lahore,10.0,Askari,40000000
Flat,For Sale,1,1,Lahore,2.1,Bahria Town,6200000
Flat,For Sale,2,2,Lahore,4.1,Raiwind Road,6900000
Flat,For Sale,2,1,Lahore,5.0,Bahria Education & Medical City,4000000
Flat,For Sale,1,1,Lahore,1.8,Gulberg,9900000
Flat,For Sale,5,1,Lahore,1.9,Bahria Orchard,6100000
Flat,For Sale,2,1,Lahore,5.3,DHA Defence,40000000
Flat,For Sale,1,2,Lahore,5.0,Khayaban-e-Amin,1500000
Flat,For Sale,2,2,Lahore,4.3,Bahria Town,20000000
Flat,For Sale,3,3,Lahore,10.0,Askari,30000000
Flat,For Sale,3,3,Lahore,10.0,Askari,40000000
Flat,For Sale,4,3,Lahore,11.0,Askari,40000000
Flat,For Sale,4,3,Lahore,11.0,Askari,40000000
Flat,For Sale,4,3,Lahore,10.0,Askari,40000000
House,For Sale,6,5,Lahore,8.0,Valencia Housing Society,40000000
House,For Sale,5,4,Lahore,10.0,DHA Defence,70000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,80000000
House,For Sale,7,6,Lahore,40.0,DHA Defence,220000000
House,For Sale,4,3,Lahore,5.0,Bahria Town,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,90000000
House,For Sale,8,7,Lahore,10.0,Wapda Town,50000000
House,For Sale,4,3,Lahore,5.0,Bahria Town,20000000
House,For Sale,4,4,Lahore,10.0,Wapda Town,30000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,4,3,Lahore,5.0,State Life Housing Society,20000000
House,For Sale,6,5,Lahore,20.0,State Life Housing Society,60000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,110000000
House,For Sale,3,3,Lahore,3.0,New Lahore City,8500000
House,For Sale,5,4,Lahore,10.0,DHA Defence,50000000
House,For Sale,6,5,Lahore,10.0,Shadab Garden,30000000
House,For Sale,6,5,Lahore,10.0,Pak Arab Housing Society,30000000
House,For Sale,6,5,Lahore,10.0,Pak Arab Housing Society,30000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,30000000
House,For Sale,4,3,Lahore,7.0,Cavalry Extension,30000000
House,For Sale,4,3,Lahore,5.0,Punjab Coop Housing Society,20000000
House,For Sale,4,3,Lahore,3.0,Islam Nagar,20000000
House,For Sale,5,5,Lahore,5.0,Johar Town,30000000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,5,5,Lahore,20.0,DHA Defence,300000
House,For Rent,5,5,Lahore,20.0,DHA Defence,300000
House,For Rent,5,4,Lahore,10.0,Askari,200000
House,For Rent,8,8,Lahore,60.0,Gulberg,1000000
House,For Rent,3,3,Lahore,5.0,State Life Housing Society,65000
House,For Rent,3,3,Lahore,5.0,State Life Housing Society,60000
House,For Rent,6,6,Lahore,10.0,Al Rehman Garden,70000
House,For Rent,4,3,Lahore,5.0,DHA Defence,62000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,3,3,Lahore,5.0,DHA Defence,80000
House,For Rent,3,3,Lahore,5.0,DHA Defence,80000
House,For Rent,5,4,Lahore,10.0,Askari,200000
House,For Rent,4,3,Lahore,10.0,Askari,88000
House,For Rent,5,5,Lahore,10.0,Bahria Town,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,60000
House,For Rent,4,3,Lahore,5.0,DHA Defence,53000
House,For Rent,4,3,Lahore,5.0,DHA Defence,90000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,6,7,Lahore,10.0,Park View City,200000
Flat,For Rent,4,3,Lahore,10.0,Askari,85000
Flat,For Rent,2,2,Lahore,4.0,Bahria Town,70000
Flat,For Rent,5,4,Lahore,13.0,Askari,93000
Flat,For Rent,5,4,Lahore,13.0,Askari,92000
Flat,For Rent,5,4,Lahore,13.0,Askari,91000
Flat,For Rent,5,4,Lahore,13.0,Askari,90000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,45000
Flat,For Rent,3,3,Lahore,10.0,Askari,95000
Flat,For Rent,1,1,Lahore,2.1,Bahria Town,47000
Flat,For Rent,5,5,Lahore,2.3,Bahria Town,28000
Flat,For Rent,2,2,Lahore,3.6,Main Canal Bank Road,50000
Flat,For Rent,1,1,Lahore,2.1,Bahria Town,30000
Flat,For Rent,1,1,Lahore,2.1,Bahria Town,50000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,40000
Flat,For Rent,2,2,Lahore,4.0,Bahria Town,65000
Flat,For Rent,1,1,Lahore,2.0,Bahria Town,50000
Flat,For Rent,1,1,Lahore,2.9,Bahria Town,50000
Flat,For Rent,2,2,Lahore,4.0,Bahria Town,200000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,30000
Flat,For Rent,1,5,Lahore,1.8,Bahria Town,30000
Flat,For Rent,1,1,Lahore,3.1,Bahria Town,30000
Flat,For Rent,5,4,Lahore,13.0,Askari,83000
Flat,For Rent,5,4,Lahore,13.0,Askari,82000
Flat,For Rent,1,1,Lahore,2.2,Bahria Town,47000
Flat,For Rent,1,1,Lahore,2.4,Bahria Town,25000
Flat,For Sale,1,1,Lahore,3.4,Main Canal Bank Road,10000000
Flat,For Sale,2,2,Lahore,3.0,Labor Colony,1800000
Flat,For Sale,3,3,Lahore,7.0,Faisal Town,20000000
Flat,For Sale,2,2,Lahore,4.5,DHA Defence,20000000
Flat,For Sale,2,2,Lahore,2.2,GT Road,5500000
Flat,For Sale,2,2,Lahore,4.2,Jail Road,30000000
Flat,For Sale,2,2,Lahore,3.5,Cantt,6500000
Flat,For Sale,2,2,Lahore,3.1,Kacha Ferozepur Road,6500000
Flat,For Sale,4,4,Lahore,12.0,Askari,50000000
Flat,For Sale,1,1,Lahore,2.3,Bahria Town,7500000
Flat,For Sale,3,2,Lahore,5.4,DHA Defence,30000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,30000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,60000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,Valencia Housing Society,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,6,Lahore,10.0,Wapda Town,40000000
House,For Sale,6,6,Lahore,12.0,Johar Town,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,State Life Housing Society,50000000
House,For Sale,6,5,Lahore,20.0,HBFC Housing Society,60000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,100000000
House,For Sale,5,4,Lahore,10.0,DHA Defence,40000000
House,For Sale,3,3,Lahore,3.0,Canal Bank Housing Scheme,8500000
House,For Sale,3,3,Lahore,5.0,DHA Defence,30000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,30000000
House,For Sale,4,3,Lahore,5.0,Punjab Coop Housing Society,20000000
House,For Sale,5,5,Lahore,20.0,Johar Town,60000000
House,For Sale,4,3,Lahore,3.0,Islam Nagar,20000000
House,For Sale,7,6,Lahore,10.0,Cavalry Extension,50000000
House,For Sale,5,5,Lahore,24.0,Johar Town,70000000
House,For Sale,5,5,Lahore,12.0,Johar Town,70000000
House,For Sale,5,5,Lahore,12.0,Johar Town,70000000
House,For Sale,5,5,Lahore,5.0,Johar Town,30000000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,4,3,Lahore,4.0,Al Rehman Garden,35000
House,For Rent,5,4,Lahore,5.0,Al Rehman Garden,38000
House,For Rent,6,5,Lahore,10.0,Al Rehman Garden,75000
House,For Rent,5,4,Lahore,6.0,Al Rehman Garden,50000
House,For Rent,5,4,Lahore,5.0,Al Rehman Garden,42000
House,For Rent,5,4,Lahore,5.0,Al Rehman Garden,40000
House,For Rent,4,3,Lahore,5.0,New Lahore City,45000
House,For Rent,5,4,Lahore,10.0,Askari,200000
House,For Rent,3,3,Lahore,5.0,DHA Defence,85000
House,For Rent,5,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,9,Lahore,60.0,Model Town,400000
House,For Rent,3,3,Lahore,5.0,DHA Defence,80000
House,For Rent,5,5,Lahore,20.0,Model Town,200000
House,For Rent,6,6,Lahore,20.0,Government Employees Cooperative Housing Society (GECHS),300000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,7,5,Lahore,10.0,Bahria Town,90000
House,For Rent,5,5,Lahore,20.0,DHA Defence,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,70000
House,For Rent,6,5,Lahore,30.0,Cavalry Ground,300000
House,For Rent,4,3,Lahore,10.0,Cavalry Ground,200000
House,For Rent,3,3,Lahore,3.0,Pak Arab Housing Society,40000
House,For Rent,4,4,Lahore,10.0,DHA Defence,200000
House,For Rent,7,6,Lahore,20.0,DHA Defence,400000
House,For Rent,7,6,Lahore,20.0,DHA Defence,400000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,30000
Flat,For Rent,1,1,Lahore,2.9,Bahria Town,55000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,42000
Flat,For Rent,1,1,Lahore,2.5,Bahria Town,45000
Flat,For Rent,1,1,Lahore,2.1,Bahria Town,28000
Flat,For Rent,1,1,Lahore,2.0,Bahria Town,46000
Flat,For Rent,3,3,Lahore,10.0,Askari,85000
Flat,For Rent,3,3,Lahore,10.0,Askari,65000
Flat,For Rent,3,3,Lahore,10.0,Askari,85000
Flat,For Rent,3,3,Lahore,10.0,Askari,70000
Flat,For Rent,3,3,Lahore,10.0,Askari,65000
Flat,For Rent,3,3,Lahore,10.0,Askari,95000
Flat,For Rent,1,2,Lahore,5.0,Bahria Orchard,26000
Flat,For Rent,3,3,Lahore,10.0,Askari,80000
Flat,For Rent,2,2,Lahore,3.6,Bahria Town,50000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,26000
Flat,For Rent,3,3,Lahore,10.0,Askari,95000
Flat,For Rent,3,3,Lahore,10.0,Askari,85000
Flat,For Rent,3,3,Lahore,10.0,Askari,80000
Flat,For Rent,2,2,Lahore,5.0,Bahria Town,55000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,40000
Flat,For Rent,3,3,Lahore,10.0,Askari,95000
Flat,For Rent,1,1,Lahore,2.3,Bahria Town,26000
Flat,For Rent,3,3,Lahore,10.0,Askari,69000
Flat,For Rent,3,3,Lahore,10.0,Askari,65000
Flat,For Sale,2,2,Lahore,3.4,Bahria Town,20000000
Flat,For Sale,1,1,Lahore,1.8,Bahria Town,6500000
Flat,For Sale,1,1,Lahore,1.8,Bahria Town,6500000
Flat,For Sale,1,1,Lahore,1.8,Bahria Town,6300000
Flat,For Sale,1,5,Lahore,1.4,Bahria Town,5000000
House,For Sale,4,3,Lahore,5.0,Raiwind Road,20000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,90000000
House,For Sale,7,5,Lahore,20.0,DHA Defence,70000000
House,For Sale,6,5,Lahore,20.0,DHA Defence,110000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,30000000
House,For Sale,5,5,Lahore,10.0,Bahria Town,40000000
House,For Sale,4,3,Lahore,8.0,Bahria Orchard,30000000
House,For Sale,6,6,Lahore,20.0,DHA Defence,180000000
House,For Sale,6,5,Lahore,10.0,Bahria Town,40000000
House,For Sale,5,3,Lahore,5.0,Bahria Town,20000000
House,For Sale,5,4,Lahore,5.0,Ferozepur Road,20000000
House,For Sale,4,3,Lahore,5.0,Central Park Housing Scheme,20000000
House,For Sale,4,3,Lahore,5.0,DHA Defence,20000000
House,For Sale,3,3,Lahore,5.0,Bahria Town,30000000
House,For Sale,5,4,Lahore,10.0,DHA Defence,40000000
House,For Sale,4,3,Lahore,6.0,Bahria Town,20000000
House,For Sale,4,3,Lahore,3.0,GT Road,8200000
House,For Sale,5,5,Lahore,5.0,Johar Town,30000000
House,For Sale,5,5,Lahore,5.0,Johar Town,30000000
House,For Sale,5,5,Lahore,14.0,Johar Town,60000000
House,For Sale,5,5,Lahore,10.0,Johar Town,50000000
House,For Sale,5,5,Lahore,10.0,Johar Town,50000000
House,For Sale,5,5,Lahore,20.0,Johar Town,60000000
House,For Sale,4,4,Lahore,7.5,Johar Town,30000000
House,For Sale,4,3,Lahore,5.0,Pak Arab Housing Society,20000000
House,For Rent,5,5,Lahore,10.0,Faisal Town,200000
House,For Rent,5,5,Lahore,10.0,Faisal Town,200000
House,For Rent,5,4,Lahore,6.0,Al Rehman Garden,50000
House,For Rent,5,5,Lahore,10.0,Raiwind Road,75000
House,For Rent,4,3,Lahore,5.0,Bahria Town,60000
House,For Rent,5,5,Lahore,5.0,Raiwind Road,70000
House,For Rent,4,3,Lahore,5.0,Bahria Orchard,45000
House,For Rent,5,3,Lahore,5.0,DHA Defence,100000
House,For Rent,6,5,Lahore,10.0,Askari,200000
House,For Rent,5,5,Lahore,10.0,DHA Defence,200000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,5,Lahore,20.0,DHA Defence,300000
House,For Rent,6,6,Lahore,20.0,DHA Defence,300000
House,For Rent,5,4,Lahore,10.0,DHA Defence,200000
House,For Rent,5,5,Lahore,10.0,Bahria Town,200000
House,For Rent,5,4,Lahore,20.0,Askari,200000
House,For Rent,4,4,Lahore,12.0,Askari,200000
House,For Rent,3,3,Lahore,10.0,Askari,85000
House,For Rent,4,3,Lahore,5.0,State Life Housing Society,55000
House,For Rent,5,5,Lahore,20.0,Model Town,200000
House,For Rent,5,5,Lahore,20.0,Model Town,200000
House,For Rent,4,3,Lahore,5.0,DHA Defence,60000
House,For Rent,4,3,Lahore,5.0,DHA Defence,65000
Flat,For Rent,3,3,Lahore,10.0,Askari,69000
Flat,For Rent,3,3,Lahore,10.0,Askari,66000
Flat,For Rent,3,3,Lahore,10.0,Askari,66000
Flat,For Rent,3,3,Lahore,10.0,Askari,68000
Flat,For Rent,3,3,Lahore,10.0,Askari,65000
Flat,For Rent,3,3,Lahore,10.0,Askari,70000
Flat,For Rent,3,3,Lahore,10.0,Askari,67000
Flat,For Rent,3,3,Lahore,10.0,Askari,68000
